,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age
12901,1093676,2023-10-02 01:00:00,207,0,3638,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,9376,6,16,0.0,6,False,25.687671232876713
12902,1093676,2023-05-01 03:30:00,207,0,3635,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,9222,7,142,0.0,6,False,25.265753424657536
12903,1093676,2023-09-29 06:00:00,207,0,3638,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,9373,7,23,0.0,6,False,25.67945205479452
12908,1082762,2023-05-03 07:30:00,179,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11414,3,23,0.0,6,False,31.27123287671233
12915,1082762,2023-05-10 00:00:00,179,119,3635,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11421,8,119,0.0,6,False,31.29041095890411
12916,1082742,2023-05-02 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,10404,4,16,1.0,6,False,28.504109589041096
12919,1082742,2023-05-11 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,10413,5,23,0.0,6,False,28.528767123287672
12928,1338587,2023-05-11 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8418,9,23,0.0,6,False,23.063013698630137
12934,1058968,2023-05-01 03:30:00,207,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8687,10,142,0.0,6,False,23.8
12941,492707,2023-05-01 03:30:00,207,0,3635,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,11468,11,142,0.0,6,False,31.41917808219178
12963,1167318,2023-05-11 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8116,7,23,0.0,6,False,22.235616438356164
12965,1167318,2023-05-02 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8107,5,16,0.0,6,False,22.21095890410959
12969,288992,2023-03-14 09:00:00,1,25,2025,3.0,2,0,1,0,0,0,1,1,2,6.02,0.0,12579,8,25,0.0,6,False,34.463013698630135
13030,288992,2023-09-03 13:30:00,1,1,164,3.0,1,0,1,0,0,0,1,1,2,6.02,0.0,12752,8,5,0.0,6,True,34.93698630136986
13068,512191,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,6,0,0.0,0.0,12060,3,5,1.0,6,True,33.04109589041096
13176,547749,2023-04-24 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11110,3,7,0.0,6,False,30.438356164383563
13177,547749,2023-04-14 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11100,3,7,0.0,6,False,30.410958904109588
13179,547749,2023-04-20 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11106,3,7,0.0,6,False,30.427397260273974
13180,547749,2023-04-15 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11101,3,7,0.0,6,False,30.413698630136988
13181,381743,2023-04-24 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11662,4,7,0.0,6,False,31.95068493150685
13182,381743,2023-04-14 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11652,4,7,0.0,6,False,31.923287671232877
13188,381743,2023-09-05 17:00:00,5,1,34,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11796,3,1,1.0,6,False,32.31780821917808
13189,381743,2023-04-20 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11658,4,7,0.0,6,False,31.93972602739726
13190,381743,2023-04-15 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11653,5,7,0.0,6,False,31.926027397260274
13200,381743,2023-09-01 17:00:00,5,1,75,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11792,6,1,0.0,6,False,32.30684931506849
13201,381743,2023-04-02 01:00:00,5,5,283,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,11640,4,8,3.0,6,True,31.89041095890411
13208,381743,2023-04-08 01:00:00,5,5,1653,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,11646,4,8,0.0,6,True,31.90684931506849
13209,381743,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,11580,5,6,3.0,6,False,31.726027397260275
13228,854909,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10703,10,6,0.0,6,False,29.323287671232876
13424,323389,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,11277,1,5,0.0,6,True,30.895890410958906
13538,922943,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,0,2,0.0,0.0,8961,5,5,0.0,6,True,24.55068493150685
13594,681117,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,10683,9,5,2.0,6,True,29.268493150684932
13606,227758,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,0,0,0.0,0.0,12538,6,5,0.0,6,True,34.35068493150685
13657,450860,2023-04-08 01:00:00,5,5,1653,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,11317,8,8,0.0,6,True,31.005479452054793
13668,450860,2023-09-01 17:00:00,5,1,75,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11463,8,1,0.0,6,False,31.405479452054795
13669,450860,2023-04-02 01:00:00,5,5,283,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,11311,8,8,0.0,6,True,30.98904109589041
13685,450860,2023-04-14 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11323,8,7,0.0,6,False,31.02191780821918
13688,379890,2023-04-08 01:00:00,5,5,1653,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,11128,1,8,0.0,6,True,30.487671232876714
13689,379890,2023-04-02 01:00:00,5,5,283,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,11122,1,8,0.0,6,True,30.471232876712328
13690,379890,2023-04-20 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11140,2,7,1.0,6,False,30.52054794520548
13691,379890,2023-04-15 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11135,2,7,0.0,6,False,30.506849315068493
13692,379890,2023-04-05 01:00:00,5,5,769,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,11125,1,8,0.0,6,True,30.47945205479452
13693,379890,2023-04-24 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11144,2,7,0.0,6,False,30.53150684931507
13694,379890,2023-04-14 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11134,2,7,0.0,6,False,30.504109589041096
13706,793007,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8142,11,6,0.0,6,False,22.306849315068494
13711,793007,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8146,11,6,0.0,6,False,22.317808219178083
13714,388802,2023-04-02 01:00:00,5,5,283,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11322,3,8,0.0,6,True,31.019178082191782
13716,388802,2023-04-08 01:00:00,5,5,1653,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11328,3,8,1.0,6,True,31.035616438356165
13717,388802,2023-04-24 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11344,1,7,0.0,6,False,31.07945205479452
13718,388802,2023-04-14 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11334,1,7,0.0,6,False,31.052054794520547
13722,388802,2023-04-20 16:00:00,5,7,1001,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11340,1,7,0.0,6,False,31.068493150684933
13723,388802,2023-04-15 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11335,1,7,0.0,6,False,31.054794520547944
13724,388802,2023-04-05 01:00:00,5,5,769,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11325,3,8,0.0,6,True,31.027397260273972
13726,962831,2023-04-02 01:00:00,5,5,283,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,9823,9,8,0.0,6,True,26.912328767123288
13729,962831,2023-04-15 16:00:00,5,7,545,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,9836,9,7,0.0,6,False,26.947945205479453
13768,475816,2023-06-15 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,10872,9,116,0.0,6,True,29.786301369863015
13804,24752,2023-06-21 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,15304,2,34,0.0,6,True,41.92876712328767
13805,24752,2023-06-19 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,15302,2,116,2.0,6,True,41.92328767123288
13806,24752,2023-06-13 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,15296,2,34,3.0,6,True,41.90684931506849
13807,24752,2023-06-11 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,15294,2,116,1.0,6,True,41.9013698630137
13808,24752,2023-06-09 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,15292,2,191,3.0,6,True,41.895890410958906
13820,1013201,2023-08-25 08:45:00,211,191,3439,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,14423,3,191,0.0,6,False,39.515068493150686
14031,291844,2023-06-21 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12962,3,34,0.0,6,True,35.512328767123286
14032,291844,2023-06-14 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12955,2,191,0.0,6,True,35.49315068493151
14033,291844,2023-06-13 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12954,3,34,0.0,6,True,35.49041095890411
14034,291844,2023-06-11 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12952,3,116,0.0,6,True,35.484931506849314
14040,291844,2023-06-15 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12956,2,116,1.0,6,True,35.49589041095891
14091,990039,2023-07-14 12:00:00,25,25,1564,3.0,2,0,1,0,0,0,1,1,0,6.03,0.0,8076,10,40,0.0,6,True,22.126027397260273
14121,391832,2023-03-25 12:00:00,4,3,902,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,11325,9,3,0.0,6,False,31.027397260273972
14127,524049,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,10984,6,7,0.0,6,False,30.09315068493151
14128,524049,2023-02-19 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10948,5,27,0.0,6,False,29.994520547945207
14129,524049,2023-02-16 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10945,6,27,1.0,6,False,29.986301369863014
14149,524049,2023-03-26 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,10983,4,7,1.0,6,False,30.09041095890411
14158,524049,2023-03-24 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,10981,6,7,0.0,6,False,30.084931506849315
14164,819429,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,0,2,0.0,0.0,8403,11,7,1.0,6,False,23.02191780821918
14186,974175,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,1,2,0.0,0.0,8221,12,7,0.0,6,False,22.523287671232875
14285,379143,2023-03-26 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,11056,1,4,8.0,6,True,30.29041095890411
14298,379143,2023-03-28 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11058,1,4,0.0,6,True,30.295890410958904
14361,379145,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,12246,11,2,0.0,6,True,33.55068493150685
14417,1158088,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,7366,10,5,0.0,6,True,20.18082191780822
14492,1287084,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,8004,6,183,0.0,6,True,21.92876712328767
14500,1287084,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,8005,6,12,0.0,6,True,21.931506849315067
14503,1193269,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,7757,5,183,0.0,6,True,21.252054794520546
14509,1193269,2023-02-22 13:00:00,21,21,325,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,7754,5,12,0.0,6,True,21.243835616438357
14511,1193269,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,7758,5,12,0.0,6,True,21.254794520547946
14521,302675,2023-03-16 22:00:00,10,10,3451,3.0,1,0,1,0,0,0,1,8,0,0.0,0.0,11959,3,216,1.0,6,True,32.76438356164383
14528,961443,2023-03-16 22:00:00,10,10,3451,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9299,5,216,0.0,6,True,25.476712328767125
14529,961443,2023-03-16 02:00:00,10,10,3450,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9299,4,216,0.0,6,True,25.476712328767125
14536,961421,2023-03-16 22:00:00,10,10,3451,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,8822,9,216,0.0,6,True,24.16986301369863
14537,961421,2023-03-16 02:00:00,10,10,3450,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,8822,10,216,0.0,6,True,24.16986301369863
14545,401537,2023-03-11 05:40:00,19,19,2587,3.0,1,0,1,0,0,0,1,7,0,0.0,0.0,9954,4,16,0.0,6,True,27.27123287671233
14585,401540,2023-03-11 05:40:00,19,19,2587,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,10947,5,16,3.0,6,True,29.991780821917807
14636,919489,2023-03-11 05:40:00,19,19,2587,3.0,1,0,1,0,0,0,1,5,2,0.0,0.0,9431,7,16,1.0,6,True,25.838356164383562
14649,1172124,2023-03-11 01:30:00,108,0,2587,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,15117,7,38,2.0,6,False,41.416438356164385
14666,1172124,2023-03-09 01:30:00,108,0,2587,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,15115,2,16,1.0,6,False,41.41095890410959
14667,1172124,2023-03-08 05:40:00,108,19,2587,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,15114,1,19,1.0,6,False,41.40821917808219
14682,300617,2023-03-09 09:00:00,25,25,1931,3.0,2,0,1,0,0,0,1,3,2,5.06,0.0,11838,2,1,0.0,6,True,32.43287671232877
14683,300617,2023-07-14 12:00:00,25,25,1564,3.0,2,0,1,0,0,0,1,3,2,5.06,0.0,11965,2,40,0.0,6,True,32.78082191780822
14684,300617,2023-03-12 09:00:00,25,25,2025,3.0,2,0,1,0,0,0,1,3,2,5.06,0.0,11841,2,1,0.0,6,True,32.441095890410956
14705,1143532,2023-03-09 01:30:00,108,0,2587,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,11498,1,16,0.0,6,False,31.5013698630137
14706,1143532,2023-03-08 05:40:00,108,19,2587,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,11497,2,19,0.0,6,False,31.4986301369863
14710,1143532,2023-03-11 01:30:00,108,0,2587,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,11500,2,38,0.0,6,False,31.506849315068493
14712,1344829,2023-03-09 01:30:00,108,0,2587,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11754,9,16,0.0,6,False,32.202739726027396
14713,1344829,2023-03-08 05:40:00,108,19,2587,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11753,10,19,0.0,6,False,32.2
14723,1344829,2023-09-15 17:30:00,108,187,2927,3.0,3,0,1,0,9,0,1,8,2,0.0,0.0,11944,9,187,0.0,6,False,32.723287671232875
14736,233904,2023-03-11 05:40:00,19,19,2587,3.0,1,0,1,0,0,0,1,0,0,0.0,0.0,11785,2,16,1.0,6,True,32.28767123287671
14748,1150884,2023-03-08 01:30:00,16,0,2587,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,12810,6,38,0.0,6,False,35.0958904109589
14755,1150884,2023-03-12 05:40:00,16,19,2587,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12814,6,19,0.0,6,False,35.106849315068494
14758,217528,2023-03-04 18:00:00,39,21,325,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,14249,8,21,0.0,6,False,39.038356164383565
14760,217528,2023-02-25 18:00:00,39,0,2034,3.0,1,1,1,0,0,0,1,1,2,0.0,0.0,14242,9,12,0.0,6,False,39.01917808219178
14764,217528,2023-10-03 17:30:00,39,12,674,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,14462,7,12,0.0,6,False,39.62191780821918
14776,307184,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12808,10,12,0.0,6,True,35.09041095890411
14782,307184,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12807,10,183,0.0,6,True,35.087671232876716
14790,414052,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11347,11,12,0.0,6,True,31.087671232876712
14795,414052,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11346,11,183,0.0,6,True,31.084931506849315
14800,345279,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,14651,4,39,0.0,6,False,40.13972602739726
14801,345279,2023-02-28 18:00:00,183,0,325,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,14649,4,12,0.0,6,False,40.134246575342466
14810,1182028,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13064,6,39,1.0,6,False,35.79178082191781
14811,1182028,2023-02-28 18:00:00,183,0,325,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13062,6,12,4.0,6,False,35.78630136986301
14817,1182028,2023-10-03 13:00:00,183,0,674,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13279,7,17,1.0,6,False,36.38082191780822
14821,1182031,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13563,11,39,0.0,6,False,37.15890410958904
14843,257574,2023-02-21 13:00:00,12,21,2034,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,12293,5,21,0.0,6,False,33.679452054794524
14849,252862,2023-02-28 13:30:00,111,0,2034,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,12860,4,39,0.0,6,False,35.23287671232877
14856,252862,2023-02-26 13:30:00,111,0,267,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,12858,4,183,0.0,6,False,35.227397260273975
14861,252862,2023-03-02 18:00:00,111,21,2034,3.0,1,0,1,0,0,0,1,8,0,0.0,0.0,12862,7,21,0.0,6,False,35.23835616438356
14868,1230027,2023-02-24 09:00:00,147,200,2697,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,6670,9,200,0.0,6,False,18.273972602739725
14875,414048,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9879,2,183,0.0,6,True,27.065753424657533
14881,414048,2023-02-22 13:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9876,4,12,0.0,6,True,27.057534246575344
14884,414048,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9880,2,12,0.0,6,True,27.068493150684933
14933,974109,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,1,2,0.0,0.0,8034,9,7,0.0,6,False,22.01095890410959
14986,272450,2023-09-01 16:00:00,2,3,302,3.0,3,0,1,0,0,0,1,0,2,0.0,0.0,11639,3,3,6.0,6,False,31.887671232876713
14996,272450,2023-09-03 12:00:00,2,3,302,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,11641,3,3,0.0,6,False,31.893150684931506
15097,1182040,2023-10-03 13:00:00,183,0,674,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13446,3,17,0.0,6,False,36.83835616438356
15126,55412,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13663,3,29,0.0,6,True,37.43287671232877
15137,55412,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13660,1,29,0.0,6,True,37.42465753424658
15149,938959,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8168,4,29,0.0,6,True,22.378082191780823
15159,938959,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8165,3,29,0.0,6,True,22.36986301369863
15220,961401,2023-01-14 11:00:00,29,9,260,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,8913,3,9,0.0,6,False,24.41917808219178
15256,55870,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13257,5,29,0.0,6,True,36.320547945205476
15284,232438,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,12104,4,29,1.0,6,True,33.16164383561644
15285,495964,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10499,6,29,0.0,6,True,28.764383561643836
15300,495964,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10502,6,29,2.0,6,True,28.77260273972603
15327,1045883,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,8310,7,29,0.0,6,True,22.767123287671232
15328,1045883,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,8313,7,29,0.0,6,True,22.775342465753425
15374,629074,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10201,2,6,2.0,6,False,27.947945205479453
15386,629074,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10197,2,6,0.0,6,False,27.936986301369863
15397,465793,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,0,2,5.08,0.0,11446,4,6,1.0,6,False,31.35890410958904
15414,465793,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,0,2,5.08,0.0,11442,3,6,0.0,6,False,31.34794520547945
15426,499594,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10812,10,6,0.0,6,False,29.621917808219177
15433,499594,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10808,10,6,0.0,6,False,29.610958904109587
15441,1079848,2023-01-05 13:30:00,6,6,2677,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8806,8,8,2.0,6,True,24.126027397260273
15444,1079848,2023-01-27 13:30:00,6,6,2575,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8828,8,5,0.0,6,True,24.186301369863013
15493,348144,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,10411,2,5,0.0,6,True,28.523287671232875
15531,480603,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11914,8,5,6.0,6,True,32.64109589041096
15617,542023,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10015,10,2,0.0,6,True,27.438356164383563
15777,379140,2023-09-01 17:00:00,5,1,75,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11743,2,1,0.0,6,False,32.172602739726024
15781,379140,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11531,2,6,0.0,6,False,31.59178082191781
15992,308693,2023-10-10 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12737,10,173,0.0,6,False,34.895890410958906
15993,308693,2023-10-06 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12733,10,173,0.0,6,False,34.88493150684931
15994,308693,2023-10-05 13:15:00,135,0,3412,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,12732,11,191,0.0,6,False,34.88219178082192
16001,1155511,2023-05-30 10:30:00,171,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,7092,6,4253,1.0,6,False,19.43013698630137
16041,346529,2023-05-29 06:00:00,4253,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11597,6,116,0.0,6,False,31.77260273972603
16046,346529,2023-05-27 10:30:00,4253,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11595,7,169,0.0,6,False,31.767123287671232
16116,1155538,2023-10-14 13:15:00,196,0,3412,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,7639,7,135,0.0,6,False,20.92876712328767
16117,1155538,2023-10-12 13:15:00,196,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,7637,10,173,0.0,6,False,20.923287671232877
16120,1155538,2023-10-05 09:00:00,196,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,7630,10,173,0.0,6,False,20.904109589041095
16430,419873,2023-10-06 06:00:00,40,0,3638,3.0,1,1,1,0,0,0,1,9,2,5.03,0.0,13418,2,7,0.0,6,False,36.76164383561644
16582,300624,2023-09-30 13:00:00,17,12,3494,3.0,1,0,1,0,0,0,1,10,2,6.0,0.0,12537,6,12,0.0,6,False,34.347945205479455
16587,446690,2023-09-30 13:00:00,17,12,3494,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,11492,4,12,0.0,6,False,31.484931506849314
16626,269280,2023-03-26 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12277,2,4,2.0,6,True,33.635616438356166
16631,269280,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,12434,1,2,2.0,6,True,34.06575342465754
16637,269280,2023-03-28 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,12279,2,4,2.0,6,True,33.64109589041096
16651,321777,2023-03-26 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,12342,4,4,0.0,6,True,33.81369863013698
16670,321777,2023-03-28 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12344,4,4,0.0,6,True,33.81917808219178
16721,1163148,2023-05-30 06:00:00,169,0,311,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,8941,1,116,0.0,6,False,24.495890410958904
16731,1163148,2023-05-28 10:30:00,169,0,311,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,8939,1,171,0.0,6,False,24.49041095890411
